workerid,proliferate.condition,accept_time,acceptability,block_number,condition,confidence_time,first_response_value,itemID,item_type,meaning_confidence,paraphrase,meaning_type,form_type,paraphrase_time,rating,response,sentence_id,slide_start,stimulus,trial_sequence_total,wrong_attempts,error
60,condition1,2.545,,5,agreement,2.538,,,,0.75,The student was reprimanded by their parents.,B,Bb,9.068,0.15,,agr2,1018.408,The student were reprimanded by the parents.,48,,
60,condition1,4.142,,5,binding,1.334,,,,0.71,The duchess heard that the king had high self-esteem.,B,Bb,9.926,0.19,,bind2,1032.564,The duchess heard that the king liked herself.,49,,
60,condition1,4.263,,5,gram,4.543,,,,0.99,The artists listens to music daily at work.,,,11.262,0.93,,gram5,1047.97,The artist listens to music at work every day.,50,,
60,condition1,3.322,,5,LBC,1.12,,,,0.85,How many books do you read in a year?,A,Aa,5.724,0.15,,LBC3,1068.043,How many do you read books in a year?,51,,
60,condition1,4.528,,5,adj_island,2.901,,,,0.62,The sculptor left the room because the assistant insulted them.,F,Fa,11.81,0.21,,adj2,1078.214,What did the sculptor leave the room because the assistant insulted?,52,,
60,condition1,4.529,,5,subcat,0.987,,,,0.77,The bride insisted on this venue for the wedding.,A,Aa,9.992,0.28,,sub4,1097.457,The bride insisted for this venue for her wedding.,53,,
60,condition1,3.479,,5,subj_island,1.61,,,,0.3,What meal disgusted the person eating?,A,Ab,9.445,0.22,,subj4,1112.971,What did a meal of disgust the diner?,54,,
60,condition1,3.602,,5,NPI,2.094,,,,0.34,The patient behaved randomly on the hospital bed.,J,Ja,8.866,0.21,,NPI5,1127.509,The patient did anything on the hospital bed.,55,,
62,condition1,5.863,1,practice,practice_good,6.497,,practice_good,,1,,,,40.752,,,,30.353,,0,0,
62,condition1,15.348,,practice,,8.006,,practice_mid,practice_mid,0.89,,,,15.081,,0.04,,83.469,,0,0,
62,condition1,18.009,,practice,,6.434,,practice_bad,practice_bad,0.17,,,,38.599,,0,,121.908,,0,0,
62,condition1,10.192,,1,head_dir,1.481,,,,1,The kitten drank all the milk,A,Aa,6.354,0.31,,head2,189.486,The kitten all of the milk drank.,1,,
62,condition1,6.715,,1,gram,2.452,,,,1,Nobody was seen by the cashier at the store,,,18.851,1,,gram4,207.519,The cashier didn't see anyone at the store.,2,,
62,condition1,9.886,,1,agreement,3.546,,,,1,The performer was chased off the stage by the public.,B,Bb,8.99,0.34,,agr5,235.541,The performer were chased off stage by the public.,3,,
62,condition1,5.761,,1,LBC,1.819,,,,1,How many cookies did you see in the jar?,A,Aa,7.723,0.3,,LBC1,257.967,How many did you see cookies in the jar?,4,,
62,condition1,22.481,,1,binding,11.776,,,,0.52,The butler claimed the widow reprimanded him,A,Aa,9.026,0.18,,bind3,273.273,The butler claimed that the widow reprimanded himself.,5,,
62,condition1,8.075,,1,NPI,10.772,,,,0.5,The teacher could write and did write a whole lot of things on the white board,C,Cb,24.186,1,,NPI3,316.56,The teacher wrote anything on the whiteboard.,6,,
62,condition1,18.704,,1,CSC,3.624,,,,0.1,Who is the actor the critic dislikes and why?,F,Fa,9.904,0.09,,CSC2,359.597,Who does the critic dislike the actor and?,7,,
62,condition1,17.638,,1,subj_island,2.974,,,,0.04,What's a gift without the receipt?,I,Ia,12.883,0.04,,subj3,391.834,What did a gift of please the recipient?,8,,
62,condition1,7.36,,1,subcat,2.533,,,,1,The policeman relied on his instincts to catch the thief.,A,Aa,9.83,0.25,,sub1,425.332,The policeman relied for his instincts to catch the thief.,9,,
62,condition1,15.609,,1,ungram,15.429,,,,0.38,Can you believe the special commander spies on the initiated people?,,,13.281,0.17,,ungram3,445.06,Special commander does spy the initiated the what believe that ?,10,,
62,condition1,11.105,,1,adj_island,7.64,,,,0.63,Did the sculptor leave the room because the assistant insulted him/her?,B,Ba,13.719,0.19,,adj2,489.384,What did the sculptor leave the room because the assistant insulted?,11,,
62,condition1,10.974,,2,adj_island,10.634,,,,0.84,Did the chef do housework because the maid was injured?,C,Cb,12.265,0.39,,adj3,521.852,What did the chef do housework because the maid injured?,12,,
62,condition1,7.402,,2,head_dir,3.314,,,,0.97,The tourist visited her favorite restaurant.,A,Aa,8.345,0.37,,head4,555.728,The tourist her favorite restaurant visited.,13,,
62,condition1,10.696,,2,agreement,7.466,,,,1,The clown was invited to the party by the host.,B,Bb,8.904,0.42,,agr1,574.795,The clown were invited to the party by the host.,14,,
62,condition1,28.323,,2,ungram,2.297,,,,0.55,Do you believe the detective's claim of who committed the murder with the poison?,,,18.911,0.08,,ungram4,601.864,Believe the does killed claim that who detective the poison ?,15,,
62,condition1,16.451,,2,LBC,2.377,,,,1,How many dogs did they see at the park?,A,Aa,8.144,0.49,,LBC4,651.398,How many did they see dogs at the park?,16,,
62,condition1,12.471,,2,subcat,1.517,,,,1,The committee agreed on the budget for the park.,A,Aa,9.65,0.69,,sub3,678.377,The committee agreed for the budget for the park.,17,,
62,condition1,6.283,,2,gram,6.03,,,,1,The report on the court case mentioned the defendant,,,14.351,1,,gram2,702.02,The report on the court case mentioned the defendant's name.,18,,
62,condition1,22.111,,2,CSC,3.454,,,,0.54,Who else does the woman listen to other than the Beatles?,A,Af,12.367,0.41,,CSC5,728.687,Who does the woman listen to the Beatles and?,19,,
62,condition1,16.145,,2,binding,5.971,,,,1,The man accepted the waitress did not like him.,A,Aa,7.508,0.52,,bind4,766.623,The gentleman accepted that the waitress disliked himself.,20,,
62,condition1,11.177,,2,subj_island,2.788,,,,0.48,What angered the citizens?,J,Ja,6.652,0.17,,subj5,796.251,What did an exhibit of anger the citizens?,21,,
62,condition1,8.473,,2,NPI,9.016,,,,0.75,The student liked everyone in her class.,A,Aa,7.288,1,,NPI2,816.874,The student liked anyone in her class.,22,,
62,condition1,8.608,,3,binding,2.69,,,,1,The bride thinks the groom saw her.,A,Aa,5.745,0.49,,bind1,841.653,The bride thinks that the groom saw herself.,23,,
62,condition1,16.902,,3,ungram,20.554,,,,0.08,Can you believe the mechanic uses biofuel power?,,,18.635,0,,ungram1,858.712,Mechanic the that can power biofuel the does believe what ?,24,,
62,condition1,16.263,,3,subj_island,1.801,,,,1,What was the painting that got stolen of?,A,Af,9.526,0.44,,subj2,914.811,What did a painting of get stolen?,25,,
62,condition1,7.694,,3,adj_island,2.201,,,,1,Did the student attend the lecture by a professor's recommendation?,B,Bb,11.128,0.31,,adj1,942.404,What did the student attend lecture because a professor recommended?,26,,
62,condition1,9.738,,3,NPI,15.116,,,,1,The detective accused a lot of people,C,Ca,12.986,1,,NPI4,963.432,The detective accused anyone during his investigation.,27,,
62,condition1,10.455,,3,CSC,2.641,,,,1,What else did the farmer harvest than corn?,A,Ag,8.856,0.48,,CSC1,1001.276,What did the farmer harvest corn and?,28,,
62,condition1,11.373,,3,LBC,2.745,,,,0.91,How many books did you fit in your locker?,A,Aa,8.983,0.31,,LBC5,1023.233,How many did you fit in your locker books?,29,,
62,condition1,6.591,,3,head_dir,2.134,,,,1,The child surely ate the chocolate cake,A,Aa,7.016,0.41,,head1,1046.34,The child surely the chocolate cake ate.,30,,
62,condition1,11.912,,3,agreement,2.175,,,,0.67,The burger was eaten quickly at the diner,B,Bc,9.923,0.33,,agr3,1062.086,The burger were devoured quickly by the diner.,31,,
62,condition1,5.369,,3,gram,3.689,,,,1,Every day the artist listens to music at work,,,17.723,1,,gram5,1086.102,The artist listens to music at work every day.,32,,
62,condition1,9.131,,3,subcat,1.909,,,,1,The family compromised where to go for vacation,A,Af,18.396,0.78,,sub5,1112.89,The family compromised for where to go for vacation.,33,,
62,condition1,18.081,,4,ungram,3.363,,,,0.36,Do you believe the lead pianists claim to practice?,,,29.261,0,,ungram5,1142.331,Lead pianist to what claim the does believe that can practice ?,34,,
62,condition1,7.611,,4,agreement,1.824,,,,1,The student was reprimanded by the parents,B,Bb,8.073,0.64,,agr2,1193.042,The student were reprimanded by the parents.,35,,
62,condition1,13.67,,4,NPI,2.347,,,,1,The spy saw everything yesterday,A,Aa,11.145,0.77,,NPI1,1210.555,The spy saw anything yesterday.,36,,
62,condition1,43.933,,4,gram,2.076,,,,1,The patient was aware the receptionist did not like him,,,10.869,1,,gram1,1237.725,The patient knew that the receptionist disliked him.,37,,
62,condition1,7.456,,4,binding,2.354,,,,0.84,The mailman saw the actress greet him,A,Aa,9.341,0.4,,bind5,1294.608,The mailman saw that the actress greeted himself.,38,,
62,condition1,13.966,,4,subj_island,1.206,,,,0.62,What was the meal that disgusted the people at the diner?,B,Ba,15.438,0.42,,subj4,1313.764,What did a meal of disgust the diner?,39,,
62,condition1,7.322,,4,head_dir,2.008,,,,1,The boy plays video games every day,A,Aa,5.529,0.56,,head3,1344.381,The boy video games plays every day.,40,,
62,condition1,13.039,,4,adj_island,1.614,,,,0.6,What did the fugitive's accomplice recognize that made her run away?,A,Aa,12.282,0.29,,adj4,1359.245,What did the fugitive run away because her accomplice recognized?,41,,
62,condition1,10.103,,4,CSC,2.158,,,,0.66,What other than milk did the boy purchase?,A,Ah,8.356,0.41,,CSC4,1386.185,What did the boy purchase milk and?,42,,
62,condition1,8.455,,4,subcat,2.038,,,,1,The group decided on a restaurant for dinner,A,Aa,6.478,0.61,,sub2,1406.807,The group decided for a restaurant for dinner.,43,,
62,condition1,4.968,,4,LBC,1.474,,,,1,How many books do you read in a year?,A,Aa,8.541,0.37,,LBC3,1423.782,How many do you read books in a year?,44,,
62,condition1,10.011,,5,ungram,1.516,,,,0.67,Who do the activist claim the officials bribed?,,,12.119,0.16,,ungram2,1438.773,Do activists bribed claim officials the that the who ?,45,,
62,condition1,10.784,,5,adj_island,1.581,,,,0.28,The housewife praised the waiter - did he set the table?,H,Ha,26.63,0.2,,adj5,1462.426,What did the waiter set the table because the housewife praised?,46,,
62,condition1,41.351,,5,head_dir,1.474,,,,1,The citizens voted on the new bill,A,Aa,6.605,0.35,,head5,1501.427,The citizens the new bill voted on.,47,,
62,condition1,35.617,,5,subj_island,2.631,,,,1,What was the collection of that impressed the curators?,A,Ae,7.943,0.38,,subj1,1550.863,What did a collection of impress the curators?,48,,
62,condition1,6.397,,5,agreement,1.929,,,,0.6,The child was scared by the movie.,B,Bb,6.14,0.34,,agr4,1597.059,The child were scared by the movie.,49,,
62,condition1,35.173,,5,NPI,8.072,,,,0.5,The patient could and did do a wide variety of things on the bed,C,Cb,20.531,0.82,,NPI5,1611.53,The patient did anything on the hospital bed.,50,,
62,condition1,13.024,,5,gram,1.657,,,,1,Which actor is liked by brother but hated by the sister?,,,11.17,1,,gram3,1675.311,Which actor does the brother like and the sister hate?,51,,
62,condition1,5.617,,5,binding,2.387,,,,1,The duchess heard the king liked her,A,Aa,7.385,0.6,,bind2,1701.167,The duchess heard that the king liked herself.,52,,
62,condition1,5.834,,5,LBC,1.869,,,,1,How many pills do you take in a day?,A,Aa,7.732,0.43,,LBC2,1716.56,How many do you take pills in a day?,53,,
62,condition1,57.137,,5,subcat,1.629,,,,1,The bride insisted on this venue for her wedding.,A,Aa,11.324,0.69,,sub4,1732.003,The bride insisted for this venue for her wedding.,54,,
62,condition1,4.677,,5,CSC,3.55,,,,0.73,What else did the captain bring other than a map?,A,Af,8.272,0.62,,CSC3,1802.099,What did the captain bring a map and?,55,,
119,condition1,4.786,0.99,practice,practice_good,3.946,,practice_good,,0.92,,,,7.435,,,,5.178,,0,0,
119,condition1,4.704,,practice,,3.2,,practice_mid,practice_mid,0.82,,,,11.752,,0.24,,21.354,,0,0,
119,condition1,98.329,,practice,,10.178,,practice_bad,practice_bad,0.71,,,,14.235,,0.04,,41.016,,0,0,
119,condition1,10.451,,1,binding,1.935,,,,0.79,the gentleman accepted the waitress didnt like him,A,Aa,9.635,0.63,,bind4,171.51,The gentleman accepted that the waitress disliked himself.,1,,
119,condition1,8.492,,1,gram,2.147,,,,0.91,which actor is the one that is hated by the brother and liked by the sister,,,12.779,0.92,,gram3,193.539,Which actor does the brother like and the sister hate?,2,,
119,condition1,6.686,,1,subcat,3.795,,,,0.85,The policeman relied on his instincts to catch the thief.,A,Aa,4.291,0.65,,sub1,216.963,The policeman relied for his instincts to catch the thief.,3,,
119,condition1,10.343,,1,ungram,13.429,,,,0.35,does the mechanic believe that biofuel is good power,,,6.765,0.05,,ungram1,231.742,Mechanic the that can power biofuel the does believe what ?,4,,
119,condition1,5.934,,1,NPI,3.61,,,,0.81,The detective accused just about everyone during his investigation.,A,Ab,4.544,0.79,,NPI4,262.286,The detective accused anyone during his investigation.,5,,
119,condition1,59.132,,1,subj_island,4.143,,,,0.84,What kind of gift pleased the recipient,B,Bb,6.438,0.57,,subj3,276.379,What did a gift of please the recipient?,6,,
119,condition1,11.605,,1,agreement,4.146,,,,0.73,The child was scared by the movie.,B,Bb,2.884,0.42,,agr4,346.097,The child were scared by the movie.,7,,
119,condition1,12.279,,1,adj_island,2.736,,,,0.5,What housework did the chef do because the maid injured?,I,Ia,5.855,0.43,,adj3,364.738,What did the chef do housework because the maid injured?,8,,
119,condition1,5.577,,1,LBC,1.755,,,,0.88,how many cookies did you see in the jar,A,Aa,5.716,0.44,,LBC1,385.611,How many did you see cookies in the jar?,9,,
119,condition1,205.089,,1,CSC,2.369,,,,0.73,the boy got milk and what?,A,Aa,6.468,0.45,,CSC4,398.665,What did the boy purchase milk and?,10,,
119,condition1,7.151,,1,head_dir,1.312,,,,0.69,the citizens voted on the new bill,A,Aa,7.176,0.25,,head5,612.598,The citizens the new bill voted on.,11,,
119,condition1,2.267,,2,CSC,0.962,,,,0.72,the farmer harvested corn and what,A,Aa,5.142,0.52,,CSC1,628.242,What did the farmer harvest corn and?,12,,
119,condition1,4.57,,2,binding,0.894,,,,0.6,mailman saw actress greeted him,A,Aa,6.687,0.63,,bind5,636.619,The mailman saw that the actress greeted himself.,13,,
119,condition1,9.547,,2,adj_island,1.258,,,,0.64,what lecture did the student attend because the professor recommended it,I,Ib,8.433,0.35,,adj1,648.775,What did the student attend lecture because a professor recommended?,14,,
119,condition1,26.181,,2,gram,2.014,,,,0.99,The artist listens to music at work every day .,,,6.868,0.98,,gram5,668.017,The artist listens to music at work every day.,15,,
119,condition1,7.529,,2,NPI,6.616,,,,0.82,The teacher wrote just about anything on the whiteboard.,J,Jb,5.921,0.74,,NPI3,703.085,The teacher wrote anything on the whiteboard.,16,,
119,condition1,4.042,,2,LBC,0.946,,,,0.6,how many dogs did they see,A,Aa,3.441,0.37,,LBC4,723.157,How many did they see dogs at the park?,17,,
119,condition1,4.571,,2,agreement,2.195,,,,0.78,The burger was devoured quickly by the diner.,B,Bb,2.33,0.32,,agr3,731.592,The burger were devoured quickly by the diner.,18,,
119,condition1,5.924,,2,ungram,1.976,,,,0.16,idek,,,35.505,0.2,,ungram5,740.694,Lead pianist to what claim the does believe that can practice ?,19,,
119,condition1,6.842,,2,subcat,1.758,,,,0.84,The committee agreed on the budget for the park.,A,Aa,2.672,0.63,,sub3,784.102,The committee agreed for the budget for the park.,20,,
119,condition1,2.652,,2,head_dir,3.744,,,,0.68,The tourist visited her favorite restaurant.,A,Aa,6.787,0.32,,head4,795.381,The tourist her favorite restaurant visited.,21,,
119,condition1,3.214,,2,subj_island,1.8,,,,0.85,What was the subject of the paiitng that got stolen,A,Ag,6.724,0.75,,subj2,808.57,What did a painting of get stolen?,22,,
119,condition1,4.75,,3,NPI,4.825,,,,0.55,the spy saw something,B,Ba,2.817,0.35,,NPI1,820.312,The spy saw anything yesterday.,23,,
119,condition1,3.479,,3,binding,2.801,,,,0.82,The duchess heard that the king liked her.,A,Aa,2.202,0.64,,bind2,832.71,The duchess heard that the king liked herself.,24,,
119,condition1,12.539,,3,adj_island,2.83,,,,0.48,what did the sculptor leave in the room b/c the assistant insulted,J,Ja,9.832,0.59,,adj2,841.198,What did the sculptor leave the room because the assistant insulted?,25,,
119,condition1,25.1,,3,CSC,2.023,,,,0.88,the captain brought a map and what?,A,Aa,8.06,0.62,,CSC3,866.404,What did the captain bring a map and?,26,,
119,condition1,5.334,,3,subj_island,1.081,,,,0.89,a meal of what disgusted the diner?,A,Ah,5.626,0.59,,subj4,901.592,What did a meal of disgust the diner?,27,,
119,condition1,5.661,,3,gram,1.408,,,,0.99,The cashier did not see anyone at the store.,,,4.336,0.99,,gram4,913.641,The cashier didn't see anyone at the store.,28,,
119,condition1,6.279,,3,LBC,3.277,,,,0.58,How many books did you fit in your locker?,A,Aa,6.367,0.21,,LBC5,925.053,How many did you fit in your locker books?,29,,
119,condition1,3.264,,3,ungram,2.787,,,,0.07,nope,,,1.603,0.11,,ungram3,940.981,Special commander does spy the initiated the what believe that ?,30,,
119,condition1,56.492,,3,agreement,2.13,,,,0.78,The performer was off stage by the public,B,Bb,6.581,0.19,,agr5,948.64,The performer were chased off stage by the public.,31,,
119,condition1,5.52,,3,subcat,2.366,,,,0.97,The family compromised on where to go for vacation.,A,Aa,4.259,0.6,,sub5,1013.849,The family compromised for where to go for vacation.,32,,
