workerid,proliferate.condition,accept_time,acceptability,block_number,condition,confidence_time,first_response_value,itemID,item_type,meaning_confidence,paraphrase,paraphrase_time,rating,response,sentence_id,slide_start,stimulus,trial_sequence_total,wrong_attempts,error
118,condition1,9.703,,practice,,3.318,,practice_mid,practice_mid,0.07,,7.418,,0.21,,73.513,,0,0,
118,condition1,6.681,,practice,,3.622,,practice_bad,practice_bad,1,,10.92,,0,,93.955,,0,0,
118,condition1,7.121,,1,head_dir,6.158,,,,0.82,The tourist visited her favorite restaurant.,6.74,0,,head4,128.592,The tourist her favorite restaurant visited.,1,,
118,condition1,6.053,,1,subcat,2.451,,,,1,"The family had to make a decision regarding where to go for the vacation, and the opinions differed, so they had to find the one that satisfy everyone's needs.",29.75,1,,sub5,148.615,The family compromised for where to go for vacation.,2,,
118,condition1,7.736,,1,subj_island,3.423,,,,0.14,Which collections impressed the curators?,9.254,0,,subj1,186.872,What did a collection of impress the curators?,3,,
118,condition1,5.121,,1,CSC,3.19,,,,0.75,The farmer likely harvested the corn and some other crops. What is this other crop that they harvested?,21.99,0.15,,CSC1,207.288,What did the farmer harvest corn and?,4,,
118,condition1,22.897,,1,adj_island,3.205,,,,0.51,"The professor recommended a lecture, and the student attended it based on the recommendation. What is this lecture?",17.205,0,,adj1,237.592,What did the student attend lecture because a professor recommended?,5,,
118,condition1,2.938,,1,gram,1.8,,,,1,The cashier didn't see anyone in the store.,5.772,1,,gram4,280.902,The cashier didn't see anyone at the store.,6,,
118,condition1,7.058,,1,agreement,2.295,,,,1,The public chased off the performer from the stage.,10.37,0.8,,agr5,291.416,The performer were chased off stage by the public.,7,,
118,condition1,4.062,,1,LBC,2.791,,,,0.72,How many dogs did they see in the park?,6.516,0,,LBC4,311.143,How many did they see dogs at the park?,8,,
118,condition1,6.506,,1,ungram,1.514,,,,0,I have no idea what this sentence means.,5.702,0,,ungram3,324.516,Special commander does spy the initiated the what believe that ?,9,,
118,condition1,6.603,,1,NPI,1.323,,,,0.27,The teacher wrote anything that comes to her mind on the board.,9.827,0.17,,NPI3,338.241,The teacher wrote anything on the whiteboard.,10,,
118,condition1,11.623,,1,binding,1.398,,,,1,The butler claimed that the widow reprimanded himself.,1.533,1,,bind3,355.998,The butler claimed that the widow reprimanded himself.,11,,
118,condition1,6.145,,2,head_dir,2.83,,,,0.83,The kitten drank all of the milk.,5.186,0,,head2,370.556,The kitten all of the milk drank.,12,,
118,condition1,11.957,,2,adj_island,2.053,,,,0.77,The waiter set the table in a way based on which the wife praised.,30.381,0.1,,adj5,384.72,What did the waiter set the table because the housewife praised?,13,,
118,condition1,5.265,,2,subj_island,2.183,,,,0.69,"Something was exhibited, which made the public angry.",7.797,0.02,,subj5,429.115,What did an exhibit of anger the citizens?,14,,
118,condition1,4.295,,2,CSC,1.743,,,,0.76,The captain brought a map and something else. What is it?,10.745,0.06,,CSC3,444.364,What did the captain bring a map and?,15,,
118,condition1,5.982,,2,subcat,3.321,,,,0.99,The policeman relied for his instincts to catch the thief.,1.32,0.99,,sub1,461.15,The policeman relied for his instincts to catch the thief.,16,,
118,condition1,4.035,,2,NPI,1.933,,,,0.99,The patient did nothing on the hospital bed (although it seems like it is claimed that they did something?),15.422,1,,NPI5,471.777,The patient did anything on the hospital bed.,17,,
118,condition1,14.098,,2,ungram,2.766,,,,0,I have no idea what this sentence means.,5.857,0,,ungram2,493.171,Do activists bribed claim officials the that the who ?,18,,
118,condition1,5.387,,2,binding,3.238,,,,1,The duchess heard that the king liked herself.,1.463,0.99,,bind2,515.895,The duchess heard that the king liked herself.,19,,
118,condition1,20.495,,2,gram,3.007,,,,0.78,"Two possible interpretations. The brother and the sister have an opinion about a single actor, or they have an opinion about two different actors. ""Which actor"" in conjunctions and raised out of the main clause CP..",43.643,1,,gram3,525.987,Which actor does the brother like and the sister hate?,20,,
118,condition1,5.1,,2,agreement,8.164,,,,1,The student likely did something and the parents reprimanded them.,9.875,1,,agr2,593.135,The student were reprimanded by the parents.,21,,
118,condition1,7.22,,2,LBC,1.801,,,,0.86,How many books did you fit in your locker?,4.982,0,,LBC5,616.277,How many did you fit in your locker books?,22,,
118,condition1,9.773,,3,agreement,2.274,,,,0.94,The burger was devoured quickly by the diner.,3.659,0.23,,agr3,630.283,The burger were devoured quickly by the diner.,23,,
118,condition1,4.57,,3,LBC,1.728,,,,0.8,How many pills do you take a day?,5.455,0.04,,LBC2,645.993,How many do you take pills in a day?,24,,
118,condition1,15.792,,3,CSC,1.647,,,,0.1,The critic dislikes the actor and which other person?,13.041,0.05,,CSC2,657.75,Who does the critic dislike the actor and?,25,,
118,condition1,4.396,,3,subcat,2.157,,,,1,The committee reached an agreement regarding the budget for the park.,9.775,1,,sub3,688.233,The committee agreed for the budget for the park.,26,,
118,condition1,9.185,,3,gram,1.498,,,,1,The report on a case had the defendant's name on it.,8.938,1,,gram2,704.565,The report on the court case mentioned the defendant's name.,27,,
118,condition1,16.11,,3,ungram,4.246,,,,0.21,Who does the police believe poisoned the victim?,11.299,0,,ungram4,724.19,Believe the does killed claim that who detective the poison ?,28,,
118,condition1,10.327,,3,binding,2.329,,,,0.08,The actress greeted the mailman.,5.821,0,,bind5,755.849,The mailman saw that the actress greeted himself.,29,,
118,condition1,4.754,,3,subj_island,3.945,,,,0.66,"Some meal disgusted the diner, and what was this meal about?",9.499,0,,subj4,774.33,What did a meal of disgust the diner?,30,,
118,condition1,5.552,,3,head_dir,1.68,,,,0.92,The boy plays video games every day.,4.62,0,,head3,792.531,The boy video games plays every day.,31,,
118,condition1,4.976,,3,NPI,2.287,,,,0.74,"The detective had investigations, and during every investigation, he accused everyone investigated.",17.529,1,,NPI4,804.386,The detective accused anyone during his investigation.,32,,
118,condition1,12.124,,3,adj_island,2.937,,,,0.26,"The accomplice recognized something, so the fugitive ran away.",13.199,0.01,,adj4,829.182,What did the fugitive run away because her accomplice recognized?,33,,
118,condition1,5.675,,4,gram,1.809,,,,1,The patient knew that the receptionist disliked him.,1.39,0.99,,gram1,857.445,The patient knew that the receptionist disliked him.,34,,
118,condition1,10.718,,4,binding,1.768,,,,0.06,The bride knew the groom saw himself?,11.136,0,,bind1,866.322,The bride thinks that the groom saw herself.,35,,
118,condition1,6.289,,4,agreement,2.197,,,,0.8,The child was scared by the movie.,6.335,0,,agr4,889.948,The child were scared by the movie.,36,,
118,condition1,3.027,,4,head_dir,3.04,,,,0.84,The citizens voted on the new bill.,5.866,0,,head5,904.772,The citizens the new bill voted on.,37,,
118,condition1,6.17,,4,CSC,2.324,,,,0.86,The woman listens to Beatles and something else. What is this something else?,9.08,0.09,,CSC5,916.708,Who does the woman listen to the Beatles and?,38,,
118,condition1,5.281,,4,subcat,1.611,,,,1,The bride insisted for this venue for her wedding.,3.132,1,,sub4,934.286,The bride insisted for this venue for her wedding.,39,,
118,condition1,3.861,,4,subj_island,1.928,,,,0.78,Which painting got stolen?,6.777,0.01,,subj2,944.314,What did a painting of get stolen?,40,,
118,condition1,9.53,,4,ungram,3.158,,,,0.07,What does the mechanic believe can power the biofuel?,9.397,0,,ungram1,956.883,Mechanic the that can power biofuel the does believe what ?,41,,
118,condition1,5.093,,4,NPI,4.754,,,,0.67,The spy saw something yesterday.,8.167,0,,NPI1,978.971,The spy saw anything yesterday.,42,,
118,condition1,3.391,,4,LBC,6.653,,,,0.8,How many books do you read every year?,6.695,0,,LBC3,996.988,How many do you read books in a year?,43,,
118,condition1,7.481,,4,adj_island,2.691,,,,0.25,Which insult of the assistant made the sculptor leave the room?,20.022,0,,adj2,1013.73,What did the sculptor leave the room because the assistant insulted?,44,,
118,condition1,3.503,,5,LBC,2.461,,,,0.77,How many cookies did you see in the jar?,6.26,0.04,,LBC1,1043.928,How many did you see cookies in the jar?,45,,
118,condition1,4.887,,5,NPI,12.49,,,,0.26,The student liked everyone in the class.,5.719,0.06,,NPI2,1056.155,The student liked anyone in her class.,46,,
118,condition1,8.152,,5,adj_island,2.219,,,,0.41,Which housework did the chef do because the maid was injured?,9.037,0,,adj3,1079.255,What did the chef do housework because the maid injured?,47,,
118,condition1,2.903,,5,CSC,3.614,,,,0.41,Which other item did the boy buy other than milk?,8.756,0,,CSC4,1098.666,What did the boy purchase milk and?,48,,
118,condition1,3.491,,5,head_dir,1.638,,,,1,The child surely ate the chocolate cake.,6.554,0,,head1,1113.942,The child surely the chocolate cake ate.,49,,
118,condition1,5.847,,5,subj_island,1.511,,,,0.76,Which gift pleased the recipient?,6.474,0,,subj3,1125.628,What did a gift of please the recipient?,50,,
118,condition1,6.763,,5,subcat,1.914,,,,1,The group decided on the restaurant to dine.,8.566,0.94,,sub2,1139.464,The group decided for a restaurant for dinner.,51,,
118,condition1,4.094,,5,agreement,2.625,,,,0.78,The clown was invited to a party by a host.,7.415,0.01,,agr1,1156.71,The clown were invited to the party by the host.,52,,
118,condition1,6.063,,5,gram,3.112,,,,1,The artist listens to music at work every day.,0.994,1,,gram5,1170.847,The artist listens to music at work every day.,53,,
118,condition1,12.19,,5,ungram,1.344,,,,0,I have no idea what this sentence means.,6.13,0,,ungram5,1181.02,Lead pianist to what claim the does believe that can practice ?,54,,
118,condition1,6.078,,5,binding,3.297,,,,0.34,The gentleman accepted that the waitress hated him.,12.369,0,,bind4,1200.687,The gentleman accepted that the waitress disliked himself.,55,,
87,condition1,11.593,0.89,practice,practice_good,10.183,,practice_good,,1,,24.117,,,,52.108,,0,0,
87,condition1,12.783,,practice,,5.655,,practice_mid,practice_mid,0.91,,78.991,,0.19,,98.011,,0,0,
87,condition1,11.309,,practice,,4.531,,practice_bad,practice_bad,0,,16.096,,0,,195.454,,0,0,
87,condition1,10.958,,1,adj_island,4.383,,,,0.03,What did the waiter set the table.,11.37,0,,adj5,241.811,What did the waiter set the table because the housewife praised?,1,,
87,condition1,7.365,,1,ungram,1.58,,,,0,I have no idea.,7.567,0,,ungram3,268.539,Special commander does spy the initiated the what believe that ?,2,,
87,condition1,6.783,,1,agreement,3.998,,,,0.47,The burgers were devoured quickly outside the diner.,11.689,0.13,,agr3,285.063,The burger were devoured quickly by the diner.,3,,
87,condition1,8.608,,1,binding,2.369,,,,0.9,The butler claimed that the widow reprimanded himself.,12.569,0.81,,bind3,307.542,The butler claimed that the widow reprimanded himself.,4,,
87,condition1,14.971,,1,CSC,4.472,,,,0.93,Who else does the critic dislike besides the actor?,10.007,0,,CSC2,331.096,Who does the critic dislike the actor and?,5,,
87,condition1,6.024,,1,LBC,2.461,,,,1,How many books did you fit in your locker?,8.554,0.05,,LBC5,360.558,How many did you fit in your locker books?,6,,
87,condition1,7.548,,1,NPI,4.392,,,,0.21,The detective was willing to accuse anyone during his investigation.,14.476,0.36,,NPI4,377.608,The detective accused anyone during his investigation.,7,,
87,condition1,9.282,,1,subj_island,5.081,,,,0.66,What gift pleased the recipient?,13.166,0.11,,subj3,404.033,What did a gift of please the recipient?,8,,
87,condition1,6.098,,1,gram,2.51,,,,1,The cashier didn't see anyone at the store.,7.084,0.99,,gram4,431.573,The cashier didn't see anyone at the store.,9,,
87,condition1,3.747,,1,head_dir,1.511,,,,1,The boy plays video games every day.,8.653,0.1,,head3,447.275,The boy video games plays every day.,10,,
87,condition1,4.59,,1,subcat,3.677,,,,1,The bride insisted on this venue for her wedding.,9.705,0.89,,sub4,461.196,The bride insisted for this venue for her wedding.,11,,
87,condition1,9.425,,2,adj_island,2.441,,,,0.38,Did the fugitive run away because he accomplices were recognized?,14.47,0.11,,adj4,479.179,What did the fugitive run away because her accomplice recognized?,12,,
87,condition1,5.355,,2,subj_island,4.319,,,,0.34,What collection impressed the curators?,23.844,0.19,,subj1,505.524,What did a collection of impress the curators?,13,,
87,condition1,9.079,,2,agreement,4.86,,,,0.82,The students were reprimanded by the parents.,7.748,0.3,,agr2,539.053,The student were reprimanded by the parents.,14,,
87,condition1,7.648,,2,CSC,3.397,,,,0.89,What else did the farmer harvest besides corn?,10.443,0.17,,CSC1,560.75,What did the farmer harvest corn and?,15,,
87,condition1,4.791,,2,NPI,4.424,,,,0.08,The spy saw everything yesterday.,16.398,0.12,,NPI1,582.243,The spy saw anything yesterday.,16,,
87,condition1,6.52,,2,binding,2.394,,,,0.23,The gentleman accepted that the waitress disliked herself.,9.951,0.14,,bind4,607.866,The gentleman accepted that the waitress disliked himself.,17,,
87,condition1,4.454,,2,LBC,8.943,,,,0.74,How many cookies did you see in the jar?,5.498,0.13,,LBC1,626.742,How many did you see cookies in the jar?,18,,
87,condition1,3.468,,2,head_dir,3.43,,,,0.75,The citizens voted on the new bill.,9.062,0.09,,head5,645.646,The citizens the new bill voted on.,19,,
87,condition1,6.68,,2,subcat,11.154,,,,0.75,The committee agreed on the budget for the park.,7.496,0.49,,sub3,661.617,The committee agreed for the budget for the park.,20,,
87,condition1,6.353,,2,gram,5.147,,,,0.94,The patient knew that the receptionist disliked him.,13.145,0.88,,gram1,686.959,The patient knew that the receptionist disliked him.,21,,
87,condition1,8.848,,2,ungram,13.184,,,,0.44,What does the mechanic believe can power biofuel?,15.703,0,,ungram1,711.615,Mechanic the that can power biofuel the does believe what ?,22,,
87,condition1,3.999,,3,LBC,7.398,,,,0.75,How many books do you read in a year?,5.594,0.05,,LBC3,749.359,How many do you read books in a year?,23,,
87,condition1,4.874,,3,NPI,7.881,,,,0.71,The student liked everyone in her class.,8.57,0.63,,NPI2,766.359,The student liked anyone in her class.,24,,
87,condition1,4.959,,3,CSC,5.218,,,,0.83,What else did the boy purchase besides milk?,7.541,0.07,,CSC4,787.693,What did the boy purchase milk and?,25,,
87,condition1,6.619,,3,ungram,2.463,,,,0.04,Do the activists claim that the officials were bribed?,15.263,0,,ungram2,805.42,Do activists bribed claim officials the that the who ?,26,,
87,condition1,8.416,,3,subj_island,4.954,,,,0.66,What was the painting of that got stolen?,11.406,0.09,,subj2,829.775,What did a painting of get stolen?,27,,
87,condition1,6.37,,3,subcat,3.293,,,,0.91,The policeman relied on his instincts to catch the thief.,10.089,0.47,,sub1,854.56,The policeman relied for his instincts to catch the thief.,28,,
87,condition1,5.861,,3,adj_island,4.046,,,,0.09,What was the insult from his assistant that caused the sculptor to leave the room?,17.273,0.1,,adj2,874.32,What did the sculptor leave the room because the assistant insulted?,29,,
87,condition1,4.586,,3,head_dir,3.161,,,,0.88,The kitten drank all of the milk.,6.611,0.19,,head2,901.508,The kitten all of the milk drank.,30,,
87,condition1,5.669,,3,gram,3.47,,,,1,The artist listens to work at music every day.,9.626,1,,gram5,915.877,The artist listens to music at work every day.,31,,
87,condition1,5.124,,3,binding,4.898,,,,0.32,The mailman saw that the actor greeted himself.,9.057,0.14,,bind5,934.65,The mailman saw that the actress greeted himself.,32,,
87,condition1,6.678,,3,agreement,6.937,,,,0.71,The clown was invited to the party by the host.,9.304,0.24,,agr1,953.737,The clown were invited to the party by the host.,33,,
